,claim_id,claim_text,claim_label,evidences,evidence text
214,claim-1416,"In recent decades this warming has been accompanied by a constant rise in the sea level and, it would appear, by an increase of extreme weather events, even if a scientifically determinable cause cannot be assigned to each particular phenomenon.",SUPPORTS,evidence-946255,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well."
215,claim-1416,"In recent decades this warming has been accompanied by a constant rise in the sea level and, it would appear, by an increase of extreme weather events, even if a scientifically determinable cause cannot be assigned to each particular phenomenon.",SUPPORTS,evidence-1129603,"Further examples include sea level rise, widespread melting of snow and land ice, increased heat content of the oceans, increased humidity, and the earlier timing of spring events, such as the flowering of plants."
216,claim-1416,"In recent decades this warming has been accompanied by a constant rise in the sea level and, it would appear, by an increase of extreme weather events, even if a scientifically determinable cause cannot be assigned to each particular phenomenon.",SUPPORTS,evidence-456747,"Climate change is more accurate scientifically to describe the various effects of greenhouse gases on the world because it includes extreme weather, storms and changes in rainfall patterns, ocean acidification and sea level.""."
217,claim-1416,"In recent decades this warming has been accompanied by a constant rise in the sea level and, it would appear, by an increase of extreme weather events, even if a scientifically determinable cause cannot be assigned to each particular phenomenon.",SUPPORTS,evidence-1091550,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts."
218,claim-2497,"Without the forests' humidity, previously moisture-laden winds blew dry.",NOT_ENOUGH_INFO,evidence-193559,"Strong winds of dry nature blow from September to April, causing dryness in the locality with the result there is a fire hazard, especially in the deciduous forests."
219,claim-2497,"Without the forests' humidity, previously moisture-laden winds blew dry.",NOT_ENOUGH_INFO,evidence-935441,"An important feature of cloud forests is the tree crowns can intercept the wind-driven cloud moisture, part of which drips to the ground."
220,claim-2497,"Without the forests' humidity, previously moisture-laden winds blew dry.",NOT_ENOUGH_INFO,evidence-1051806,"Throughout the year, wind speed, temperature and humidity are fairly consistent, with humidity usually greater than 90%."
221,claim-2497,"Without the forests' humidity, previously moisture-laden winds blew dry.",NOT_ENOUGH_INFO,evidence-482305,"Laurel forest and other cloud forest are subtropical and mild temperate forest, found in areas with high humidity and relatively stable and mild temperatures."
222,claim-2497,"Without the forests' humidity, previously moisture-laden winds blew dry.",NOT_ENOUGH_INFO,evidence-335697,This causes east winds bringing moisture from the Gulf of Mexico.
223,claim-811,But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,SUPPORTS,evidence-604477,"Global warming not only causes changes in tropical cyclones, it may also make some impacts from them worse via sea level rise."
224,claim-811,But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,SUPPORTS,evidence-1055682,"""It's a fact: climate change made Hurricane Harvey more deadly""."
225,claim-811,But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,SUPPORTS,evidence-1047356,"The Gulf of Mexico is known for hurricanes in August, so their incidence alone cannot be attributed to global warming, but the warming climate does influence certain attributes of storms."
226,claim-811,But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,SUPPORTS,evidence-759337,"Weather events are due to multiple factors, and so cannot be said to be caused by one precondition, but climate change affects aspects of extreme events, and very likely worsened some of the impacts of Harvey."
227,claim-811,But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,SUPPORTS,evidence-879500,"""Storm Harvey: impacts likely worsened due to global warming""."
228,claim-1896,"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",NOT_ENOUGH_INFO,evidence-798121,"To further reduce U.S. carbon dioxide emissions by 7%, as stipulated by the Kyoto Protocol, would require the planting of ""an area the size of Texas [8% of the area of Brazil] every 30 years""."
229,claim-1896,"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",NOT_ENOUGH_INFO,evidence-305800,Almost 20 percent (8 GtCO2/year) of total greenhouse-gas emissions were from deforestation in 2007.
230,claim-1896,"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",NOT_ENOUGH_INFO,evidence-108068,It is estimated that increasing the carbon content of the soils in the world's 3.5 billion hectares of agricultural grassland by 1% would offset nearly 12 years of CO2 emissions.
231,claim-1896,"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",NOT_ENOUGH_INFO,evidence-234076,"There is a large potential for future reductions in emissions by a combination of activities, including energy conservation and increased energy efficiency; the use of low-carbon energy technologies, such as renewable energy, nuclear energy, and carbon capture and storage; decarbonizing buildings and transport; and enhancing carbon sinks through, for example, reforestation and preventing deforestation."
232,claim-1896,"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",NOT_ENOUGH_INFO,evidence-1111240,"""Ireland to Plant 440 Million Trees in 20 Years to Fight Climate Change""."
233,claim-2819,"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",NOT_ENOUGH_INFO,evidence-572386,"Ongoing experiments are conducted by more than 4,000 scientists from many nations."
234,claim-2819,"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",NOT_ENOUGH_INFO,evidence-596256,"A botanist, plant scientist or phytologist is a scientist who specialises in this field."
235,claim-2819,"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",NOT_ENOUGH_INFO,evidence-363528,The list includes scientists from several specialities or disciplines.
236,claim-2819,"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",NOT_ENOUGH_INFO,evidence-1161865,"In 2001, Scientific American took a random sample ""of 30 of the 1,400 signatories claiming to hold a Ph.D. in a climate-related science."""
237,claim-2819,"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",NOT_ENOUGH_INFO,evidence-676759,"Crudely extrapolating, the petition supporters include a core of about 200 climate researchers – a respectable number, though rather a small fraction of the climatological community."
238,claim-2643,"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",SUPPORTS,evidence-224185,"Several scientific sources state that the decline being referred to is a decline in tree ring climate proxy metrics, not temperature."
239,claim-2643,"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",SUPPORTS,evidence-267910,"The issues with tree rings had not been hidden, but were extensively discussed in scientific literature and in IPCC reports."
240,claim-2643,"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",SUPPORTS,evidence-736392,"This ""decline"" referred to the well-discussed tree-ring divergence problem, but these two phrases were taken out of context by global warming sceptics, including US Senator Jim Inhofe and former Governor of Alaska Sarah Palin, as though they referred to some decline in measured global temperatures, even though they were written when temperatures were at a record high."
241,claim-1775,"Venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history, and today is kept hot by a dense CO2 atmosphere.",SUPPORTS,evidence-1043526,"Studies have suggested that billions of years ago, Venus's atmosphere was much more like the one surrounding Earth, and that there may have been substantial quantities of liquid water on the surface, but after a period of 600 million to several billion years, a runaway greenhouse effect was caused by the evaporation of that original water, which generated a critical level of greenhouse gases in its atmosphere."
242,claim-316,the models predicted seven times as much warming as has been observed,DISPUTED,evidence-733847,The model predicted <0.2 °C warming for upper air at 700 mb and 500 mb.
243,claim-316,the models predicted seven times as much warming as has been observed,DISPUTED,evidence-980959,"However, the report also observed that the rate of warming over the period 1998–2012 was lower than that predicted by 111 out of 114 Coupled Model Intercomparison Project climate models."
244,claim-316,the models predicted seven times as much warming as has been observed,DISPUTED,evidence-368241,They found that the observed warming was similar to two of the three scenarios.
245,claim-896,"According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.",SUPPORTS,evidence-534239,"Air pollution is a significant risk factor for a number of pollution-related diseases, including respiratory infections, heart disease, COPD, stroke and lung cancer."
246,claim-896,"According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.",SUPPORTS,evidence-1171424,"The effects of inhaling particulate matter that has been widely studied in humans and animals include asthma, lung cancer, respiratory diseases, cardiovascular disease, premature delivery, birth defects, low birth weight, and premature death."
247,claim-896,"According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.",SUPPORTS,evidence-416776,"Worldwide exposure to PM2.5 contributed to 4.1 million deaths from heart disease and stroke, lung cancer, chronic lung disease, and respiratory infections in 2016."
248,claim-331,"But each serial adjustment has tended to make the early years colder, which increases the warming trend.",NOT_ENOUGH_INFO,evidence-138622,"The RSS satellite temperature record showed a slight cooling trend, but the UAH satellite temperature record showed a slight warming trend."
249,claim-331,"But each serial adjustment has tended to make the early years colder, which increases the warming trend.",NOT_ENOUGH_INFO,evidence-584709,"The general public had little awareness of carbon dioxide's effects on climate, but Science News in May 1959 forecast a 25% increase in atmospheric carbon dioxide in the 150 years from 1850 to 2000, with a consequent warming trend."
250,claim-331,"But each serial adjustment has tended to make the early years colder, which increases the warming trend.",NOT_ENOUGH_INFO,evidence-1189271,"Climate change adaptation is ""the adjustment in natural or human systems in response to actual or expected climatic stimuli or their effects, which moderates harm or exploits beneficial opportunities""."
251,claim-331,"But each serial adjustment has tended to make the early years colder, which increases the warming trend.",NOT_ENOUGH_INFO,evidence-561696,"Because the climate system has large thermal inertia, it can take centuries for the climate to fully adjust."
252,claim-331,"But each serial adjustment has tended to make the early years colder, which increases the warming trend.",NOT_ENOUGH_INFO,evidence-311416,"Globally, these effects are estimated to have led to a slight cooling, dominated by an increase in surface albedo."
253,claim-2574,On a world scale coral reefs are in decline.,SUPPORTS,evidence-369389,Global assessments of coral reefs of the world continue to report drastic and rapid rates of decline.
254,claim-2574,On a world scale coral reefs are in decline.,SUPPORTS,evidence-406279,"""From despair to repair: Dramatic decline of Caribbean corals can be reversed""."
255,claim-2574,On a world scale coral reefs are in decline.,SUPPORTS,evidence-292123,"According to the Caribbean Coral Reefs - Status Report 19702-2012, states that; stop overfishing especially fishes key to coral reef like parrotfish, coastal zone management that reduce human pressure on reef, (for example restricting coastal settlement, development and tourism) and control pollution specially sewage, may reduce coral decline or even reverse it."
256,claim-2574,On a world scale coral reefs are in decline.,SUPPORTS,evidence-886566,"In 1998, 16% of the world's reefs died as a result of increased water temperature."
257,claim-2574,On a world scale coral reefs are in decline.,SUPPORTS,evidence-580567,Coral reef systems have been in decline worldwide.
258,claim-342,"While members of the media may nod along to such claims [about changes in weather extremes], the evidence paints a different story",SUPPORTS,evidence-817269,"They were, however, more confident over attributing changes in long-term trends of extreme weather."
259,claim-342,"While members of the media may nod along to such claims [about changes in weather extremes], the evidence paints a different story",SUPPORTS,evidence-246671,"Antilla 2005: ""One problematic trend of the US media has been the suggestion that substantive disagreement exists within the international scientific community as to the reality of anthropogenic climate change; however, this concept is false…Although the science of climate change does not appear to be a prime news topic for most of the 255 newspapers included in this study…articles that framed climate change in terms of debate, controversy, or uncertainty were plentiful."""
260,claim-2034,Latest IPCC Reports (AR5) have shown global mean temperature forecasts from the 2005 IPCC report exceeded actual readings.,REFUTES,evidence-232879,"Compared to the previous report, the lower bounds for the sensitivity of the climate system to emissions were slightly lowered, though the projections for global mean temperature rise (compared to pre-industrial levels) by 2100 exceeded 1.5 °C in all scenarios."
261,claim-2034,Latest IPCC Reports (AR5) have shown global mean temperature forecasts from the 2005 IPCC report exceeded actual readings.,REFUTES,evidence-1197833,"They judge that global mean surface air temperature has increased by 0.3 to 0.6 °C over the last 100 years, broadly consistent with prediction of climate models, but also of the same magnitude as natural climate variability."
262,claim-578,"‘If we do nothing to reduce our greenhouse gas emissions, the kind of extreme heat we saw this past summer will be the norm when my young son is a grown man.’",SUPPORTS,evidence-960067,Avoiding this future warming will require a large and rapid reduction in global greenhouse gas emissions.
263,claim-976,"The gas builds up in the soil, forming mounds called ‘pingoes.’",SUPPORTS,evidence-350072,"At the next larger scale, soil structures called peds or more commonly soil aggregates are created from the soil separates when iron oxides, carbonates, clay, silica and humus, coat particles and cause them to adhere into larger, relatively stable secondary structures."
264,claim-1097,"“[…]The impact on calcification, metabolism, growth, fertility and survival of calcifying marine species when pH is lowered up to 0.3 units […] is beneficial, not damaging.",REFUTES,evidence-1112531,The effects on the calcifying organisms at the base of the food webs could potentially destroy fisheries.
265,claim-1097,"“[…]The impact on calcification, metabolism, growth, fertility and survival of calcifying marine species when pH is lowered up to 0.3 units […] is beneficial, not damaging.",REFUTES,evidence-616116,"The German Advisory Council on Global Change stated: In order to prevent disruption of the calcification of marine organisms and the resultant risk of fundamentally altering marine food webs, the following guard rail should be obeyed: the pH of near surface waters should not drop more than 0.2 units below the pre-industrial average value in any larger ocean region (nor in the global mean)."
266,claim-609,"That’s because as Antarctica’s mass shrinks, the ice sheet’s gravitational pull on the ocean relaxes somewhat, and the seas travel back across the globe to pile up far away — with U.S. coasts being one prime destination.”",SUPPORTS,evidence-557585,"With the loss of mass, the gravitational pull becomes less and local water levels might drop."
267,claim-173,"If there were [carbon emissions], we could not see because most carbon is black.",REFUTES,evidence-142343,Global anthropogenic greenhouse gas emissions in 2010 were equivalent to 49 billion tonnes of carbon dioxide (using the most recent global warming potentials over 100 years from the AR5 report).
268,claim-1222,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",SUPPORTS,evidence-856068,"If the entire 2,850,000 km3 (684,000 cu mi) of ice were to melt, global sea levels would rise 7.2 m (24 ft)."
269,claim-1222,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",SUPPORTS,evidence-7473,"Ice sheet models project that such a warming would initiate the long-term melting of the ice sheet, leading to a complete melting of the ice sheet (over centuries), resulting in a global sea level rise of about 7 metres (23 ft)."
270,claim-1222,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",SUPPORTS,evidence-952525,"If the entire 2,850,000 cubic kilometres (684,000 cu mi) of ice were to melt, it would lead to a global sea level rise of 7.2 m (24 ft)."
271,claim-1222,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",SUPPORTS,evidence-173281,"If the Greenland ice sheet were to melt away completely, the world's sea level would rise by more than 7 m (23 ft)."
272,claim-1222,"The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.",SUPPORTS,evidence-1040612,"The Greenland ice sheet occupies about 82% of the surface of Greenland, and if melted would cause sea levels to rise by 7.2 metres."
273,claim-2441,"Furthermore, it is physically incorrect to state that the planet is simply ""recovering"" from the Little Ice Age.",SUPPORTS,evidence-494148,"This trend could be extrapolated to continue into the future, possibly leading to a full ice age, but the twentieth-century instrumental temperature record shows a sudden reversal of this trend, with a rise in global temperatures attributed to greenhouse gas emissions."
274,claim-756,"Australia’s signed a suicide note [with the Paris Accord] yet didn’t seem to notice that China, India, Indonesia and the US did not commit to reducing their large carbon dioxide emissions.",DISPUTED,evidence-901598,"The plan did not include targets for carbon dioxide emission reductions, but it has been estimated that, if fully implemented, China's annual emissions of greenhouse gases would be reduced by 1.5 billion tons of carbon dioxide equivalent by 2010."
275,claim-756,"Australia’s signed a suicide note [with the Paris Accord] yet didn’t seem to notice that China, India, Indonesia and the US did not commit to reducing their large carbon dioxide emissions.",DISPUTED,evidence-719544,"Institutional asset owners associations and think-tanks have also observed that the stated objectives of the Paris Agreement are implicitly ""predicated upon an assumption – that member states of the United Nations, including high polluters such as China, the US, India, Russia, Japan, Germany, South Korea, Iran, Saudi Arabia, Canada, Indonesia and Mexico, which generate more than half the world's greenhouse gas emissions, will somehow drive down their carbon pollution voluntarily and assiduously without any binding enforcement mechanism to measure and control CO 2 emissions at any level from factory to state, and without any specific penalty gradation or fiscal pressure (for example a carbon tax) to discourage bad behaviour."""
276,claim-756,"Australia’s signed a suicide note [with the Paris Accord] yet didn’t seem to notice that China, India, Indonesia and the US did not commit to reducing their large carbon dioxide emissions.",DISPUTED,evidence-229230,"""U.S. and China announce steps to join the Paris accord that set nation-by-nation targets for cutting carbon emissions""."
277,claim-2577,"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",NOT_ENOUGH_INFO,evidence-663642,"Greenhouse gas emissions present a broader threat through sea temperature rise and sea level rise, though corals adapt their calcifying fluids to changes in seawater pH and carbonate levels and are not directly threatened by ocean acidification."
278,claim-2577,"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",NOT_ENOUGH_INFO,evidence-463557,"In November 2017, a second warning to humanity signed by 15,364 scientists from 184 countries stated that ""the current trajectory of potentially catastrophic climate change due to rising greenhouse gases from burning fossil fuels, deforestation, and agricultural production – particularly from farming ruminants for meat consumption"" is ""especially troubling""."
279,claim-2577,"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",NOT_ENOUGH_INFO,evidence-469998,"The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, sea level has risen, and the concentrations of greenhouse gases have increased ""Myths vs. Facts: Denial of Petitions for Reconsideration of the Endangerment and Cause or Contribute Findings for Greenhouse Gases under Section 202(a) of the Clean Air Act""."
280,claim-2577,"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",NOT_ENOUGH_INFO,evidence-511848,"It is ""extremely likely"" that this warming arises from ""human activities, especially emissions of greenhouse gases"" in the atmosphere."
281,claim-2577,"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",NOT_ENOUGH_INFO,evidence-338219,"While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases."
282,claim-2890,Heat is continuing to build up in the subsurface ocean.,NOT_ENOUGH_INFO,evidence-742886,The end result is a continual build-up of heat at the surface that people experience as a heat wave.
283,claim-2890,Heat is continuing to build up in the subsurface ocean.,NOT_ENOUGH_INFO,evidence-131135,Titan is thought to have a subsurface liquid-water ocean under the ice in addition to the hydrocarbon mix that forms atop its outer crust.
284,claim-2890,Heat is continuing to build up in the subsurface ocean.,NOT_ENOUGH_INFO,evidence-71710,"Underneath the thick atmospheres of the planets Uranus and Neptune, it is expected that these planets are composed of oceans of hot high-density fluid mixtures of water, ammonia and other volatiles."
285,claim-2890,Heat is continuing to build up in the subsurface ocean.,NOT_ENOUGH_INFO,evidence-1020632,Surface heat and freshwater fluxes create global density gradients that drive the thermohaline circulation part of large-scale ocean circulation.
286,claim-2890,Heat is continuing to build up in the subsurface ocean.,NOT_ENOUGH_INFO,evidence-674318,"It plays an important role in supplying heat to the polar regions, and thus in sea ice regulation."
287,claim-2478,(Kerr 2007) points out that the sunlight-reflecting haze that cools much of the planet seems to have thinned over the past decade or so.,SUPPORTS,evidence-220532,"Conversely, haze in Titan's atmosphere contributes to an anti-greenhouse effect by reflecting sunlight back into space, cancelling a portion of the greenhouse effect and making its surface significantly colder than its upper atmosphere."
288,claim-2399,"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.",SUPPORTS,evidence-1047395,"The effects of global warming or climate damage include far-reaching and long-lasting changes to the natural environment, to ecosystems and human societies caused directly or indirectly by human emissions of greenhouse gases."
289,claim-2399,"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.",SUPPORTS,evidence-398589,"The impact on the environment, ecosystems, the animal kingdom, society and humanity depends on how much more the Earth warms."
290,claim-2399,"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.",SUPPORTS,evidence-1122962,"Generally, impacts on public health will be more negative than positive."
291,claim-2399,"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.",SUPPORTS,evidence-504446,"Impacts include the direct effects of extreme weather, leading to injury and loss of life; and indirect effects, such as undernutrition brought on by crop failures."
292,claim-2399,"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.",SUPPORTS,evidence-298450,"Future warming is projected to have a range of impacts, including sea level rise, increased frequencies and severities of some extreme weather events, loss of biodiversity, and regional changes in agricultural productivity."
293,claim-3091,Global Warming history completely coincides with the history of artificial satellites and the use of microwave frequencies from outer space.,NOT_ENOUGH_INFO,evidence-917344,"Over time, a massive system of artificial satellites was placed into orbit around Earth."
294,claim-3091,Global Warming history completely coincides with the history of artificial satellites and the use of microwave frequencies from outer space.,NOT_ENOUGH_INFO,evidence-866933,A communications satellite is an artificial satellite that relays and amplifies radio telecommunications signals via a transponder; it creates a communication channel between a source transmitter and a receiver at different locations on Earth.
295,claim-3091,Global Warming history completely coincides with the history of artificial satellites and the use of microwave frequencies from outer space.,NOT_ENOUGH_INFO,evidence-520355,Communications satellites use a wide range of radio and microwave frequencies.
296,claim-3091,Global Warming history completely coincides with the history of artificial satellites and the use of microwave frequencies from outer space.,NOT_ENOUGH_INFO,evidence-927151,"Climate proxy records show that natural variations offset the early effects of the Industrial Revolution, so there was little net warming between the 18th century and the mid-19th century, when thermometer records began to provide global coverage."
297,claim-3091,Global Warming history completely coincides with the history of artificial satellites and the use of microwave frequencies from outer space.,NOT_ENOUGH_INFO,evidence-20748,"Solar irradiance has been measured directly by satellites, and indirect measurements are available beginning in the early 1600s."
298,claim-141,"Greenpeace didn’t save the whales, switching from whale oil to petroleum and palm oil did",NOT_ENOUGH_INFO,evidence-51845,Greenpeace is also critical of extracting petroleum from oil sands and has used direct action to block operations at the Athabasca oil sands in Canada.
299,claim-141,"Greenpeace didn’t save the whales, switching from whale oil to petroleum and palm oil did",NOT_ENOUGH_INFO,evidence-1025353,Another Greenpeace movement concerning the rain forests is discouraging palm oil industries.
300,claim-141,"Greenpeace didn’t save the whales, switching from whale oil to petroleum and palm oil did",NOT_ENOUGH_INFO,evidence-917144,Greenpeace is also calling Wilmar out for breaking the commitment to end deforestation policy signed by Wilmar in December 2013 where they promise to incorporate organic and sustainable ways to collect palm oil.
301,claim-141,"Greenpeace didn’t save the whales, switching from whale oil to petroleum and palm oil did",NOT_ENOUGH_INFO,evidence-426684,"Brands cannot let this deception pass unchallenged and have no choice but to suspend all business with Wilmar until it can prove it only trades clean palm oil from responsible producers."""
302,claim-141,"Greenpeace didn’t save the whales, switching from whale oil to petroleum and palm oil did",NOT_ENOUGH_INFO,evidence-784155,"James S. Robbins has argued that the advent of petroleum-refined kerosene saved some species of great whales from extinction by providing an inexpensive substitute for whale oil, thus eliminating the economic imperative for open-boat whaling."
303,claim-1933,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",NOT_ENOUGH_INFO,evidence-380361,"""Urge Gore to Add Going Vegetarian to the Global Warming Pledge""."
304,claim-1933,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",NOT_ENOUGH_INFO,evidence-977987,"Gore was initially hesitant to be Bill Clinton's running mate for the 1992 United States presidential election, but after clashing with the George H. W. Bush administration over global warming issues, he decided to accept the offer."
305,claim-1933,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",NOT_ENOUGH_INFO,evidence-837633,"He was known as one of the Atari Democrats, later called the ""Democrats' Greens, politicians who see issues like clean air, clean water and global warming as the key to future victories for their party."""
306,claim-1933,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",NOT_ENOUGH_INFO,evidence-787339,"Gingrich has identified education as ""the number one factor in our future prosperity"", and has partnered with Al Sharpton and Education Secretary Arne Duncan on education issues."
307,claim-1933,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",NOT_ENOUGH_INFO,evidence-971592,"""Former foes Clinton, Gingrich band up on health care plan""."
308,claim-1689,Evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative.,SUPPORTS,evidence-95001,Other analyses have found that the iris effect is a positive feedback rather than the negative feedback proposed by Lindzen.
309,claim-443,"“Today climate scientists are obsessed with the level of carbon dioxide in the atmosphere, a very very small part of the overall picture.",REFUTES,evidence-555729,"The world's most important greenhouse gas is carbon dioxide, a by-product of the burning of fossil fuels."
310,claim-2037,The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO,evidence-1113929,"Although there is significant variation in national targets, the average is that 22% of electricity should be generated by renewables by 2010 (compared to 13,9% in 1997)."
311,claim-2037,The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO,evidence-363747,The European Commission has proposed in its Renewable Energy Roadmap21 a binding target of increasing the level of renewable energy in the EU's overall mix from less than 7% today to 20% by 2020.
312,claim-2037,The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO,evidence-268009,"In January 2014, the EU agreed to a 40% emissions reduction by 2030, compared to 1990 levels, and a 27% renewable energy target, which is expected to provide 70,000 full-time jobs and cut €33bn in fossil fuel imports."
313,claim-2037,The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO,evidence-90731,"Installed Wind power capacity in the European Union totalled 93,957 megawatts (MW) in 2011, enough to supply 6.3% of the EU's electricity."
314,claim-2037,The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO,evidence-1065009,"Several other countries have achieved relatively high levels of wind power penetration, such as 21% of stationary electricity production in Denmark, 18% in Portugal, 16% in Spain, and 14% in Ireland in 2010 and have since continued to expand their installed capacity."
315,claim-1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,NOT_ENOUGH_INFO,evidence-1005240,"They described the intermediate scenario as the most likely, and that real-world greenhouse gas forcing had been closest to this scenario."
316,claim-1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,NOT_ENOUGH_INFO,evidence-485896,"In 2000 Hansen authored a paper called ""Global warming in the twenty-first century: an alternative scenario"" in which he presented a more optimistic way of dealing with global warming, focusing on non-CO2 gases and black carbon in the short run, giving more time to make reductions in fossil fuel emissions."
317,claim-1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,NOT_ENOUGH_INFO,evidence-147653,"They described a business-as-usual scenario, which has greenhouse gases growing at approximately 2% per year; and an alternate scenario, in which greenhouse gases concentrations decline."
318,claim-1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,NOT_ENOUGH_INFO,evidence-210167,An alternate scenario would keep the warming to below this if climate sensitivity were below 3 °C for doubled CO 2.
319,claim-1734,Jim Hansen had several possible scenarios; his mid-level scenario B was right.,NOT_ENOUGH_INFO,evidence-901245,How do we know if we have the right scenarios?
320,claim-2093,"Through its impacts on the climate, CO2 presents a danger to public health and welfare, and thus qualifies as an air pollutant",SUPPORTS,evidence-743065,An air pollutant is a material in the air that can have adverse effects on humans and the ecosystem.
321,claim-1400,The late 1970s marked the end of a 30-year cooling trend.,REFUTES,evidence-502252,"Based on orbital models, the cooling trend initiated about 6,000 years ago will continue for another 23,000 years."
322,claim-1638,"Worry about global warming impacts in the next 100 years, not an ice age in over 10,000 years.",NOT_ENOUGH_INFO,evidence-336096,"These global climatic changes occurred slowly, prior to the rise of human civilization about 10 thousand years ago near the end of the last Major Ice Age when the climate became more stable."
