,claim_id,claim_text,claim_label,evidences,evidence text
2317,claim-322,"The first adjustment changed how the temperature of the ocean surface is calculated, by replacing satellite data with drifting buoys and temperatures in ships’ water intake.",SUPPORTS,evidence-831791,The sea record consists of surface ships taking sea temperature measurements from engine inlets or buckets.
2318,claim-322,"The first adjustment changed how the temperature of the ocean surface is calculated, by replacing satellite data with drifting buoys and temperatures in ships’ water intake.",SUPPORTS,evidence-560793,"The first automated technique for determining SST was accomplished by measuring the temperature of water in the intake port of large ships, which was underway by 1963."
2319,claim-322,"The first adjustment changed how the temperature of the ocean surface is calculated, by replacing satellite data with drifting buoys and temperatures in ships’ water intake.",SUPPORTS,evidence-500003,"Weather conditions out at sea are taken by ships and buoys, which measure slightly different meteorological quantities such as sea surface temperature (SST), wave height, and wave period."
2320,claim-1991,"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",SUPPORTS,evidence-346869,"Newsweek reports that the majority of Europe and Japan accept the consensus on scientific climate change, but only one third of Americans considered human activity to play a major role in climate change in 2006; 64% believed that scientists disagreed about it ""a lot."""
2321,claim-1991,"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",SUPPORTS,evidence-866873,The number of these climate skeptics is greater in the US than in any other country.
2322,claim-1991,"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""",SUPPORTS,evidence-5251,"Today, climate change skepticism is most prominently seen in the United States, where the media disproportionately features views of the climate change denial community."
2323,claim-717,Scientists used to think that ice sheets could take millennia to respond to changing climates,SUPPORTS,evidence-709490,"While scientists knew of past climate change such as the ice ages, the concept of climate as unchanging was useful in the development of a general theory of what determines climate."
2324,claim-717,Scientists used to think that ice sheets could take millennia to respond to changing climates,SUPPORTS,evidence-306587,"An ice sheet response time of centuries seems probable, and we cannot rule out large changes on decadal time-scales once wide-scale surface melt is underway."""
2325,claim-717,Scientists used to think that ice sheets could take millennia to respond to changing climates,SUPPORTS,evidence-1053862,"Its conclusions are summarized below: ""Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia."""
2326,claim-2377,"“A leading Canadian authority on polar bears, Mitch Taylor, said: ‘We’re  seeing an increase in bears that’s really unprecedented, and in places  where we’re seeing a decrease in the population",SUPPORTS,evidence-271160,Warnings about the future of the polar bear are often contrasted with the fact that worldwide population estimates have increased over the past 50 years and are relatively stable today.
2327,claim-2377,"“A leading Canadian authority on polar bears, Mitch Taylor, said: ‘We’re  seeing an increase in bears that’s really unprecedented, and in places  where we’re seeing a decrease in the population",SUPPORTS,evidence-399226,"In Nunavut, some Inuit have reported increases in bear sightings around human settlements in recent years, leading to a belief that populations are increasing."
2328,claim-184,It has never been shown that human emissions of carbon dioxide drive global warming.,REFUTES,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2329,claim-284,The figure traditionally cited that suggests 97 per cent of climate scientists agree that global warming is man-made was also found to be flawed.,REFUTES,evidence-1094467,"The authors found that 3974 of the abstracts expressed a position on anthropogenic global warming, and that 97.1% of those endorsed the consensus that humans are causing global warming."
2330,claim-284,The figure traditionally cited that suggests 97 per cent of climate scientists agree that global warming is man-made was also found to be flawed.,REFUTES,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2331,claim-284,The figure traditionally cited that suggests 97 per cent of climate scientists agree that global warming is man-made was also found to be flawed.,REFUTES,evidence-916755,"The scientific consensus as of 2013[update], as stated in the IPCC Fifth Assessment Report, is that it ""is extremely likely that human influence has been the dominant cause of the observed warming since the mid-20th century""."
2332,claim-2438,Greenhouse gases have been the main contributor of warming since 1970.,SUPPORTS,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2333,claim-2438,Greenhouse gases have been the main contributor of warming since 1970.,SUPPORTS,evidence-94670,"Before the Industrial Revolution, naturally occurring amounts of greenhouse gases caused the air near the surface to be warmer by about 33 °C (59 °F) than it would be in their absence."
2334,claim-2438,Greenhouse gases have been the main contributor of warming since 1970.,SUPPORTS,evidence-510852,Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years.
2335,claim-1462,Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,SUPPORTS,evidence-1159446,"The mean extent of the ice has been decreasing since 1980 from the average winter value of 15,600,000 km2 (6,023,200 sq mi) at a rate of 3% per decade."
2336,claim-1462,Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,SUPPORTS,evidence-430520,The September minimum ice extent trend for 1979–2011 declined by 12.0% per decade during 32 years.
2337,claim-1462,Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,SUPPORTS,evidence-564679,"Observation with satellites show that Arctic sea ice area, extent, and volume have been in decline for a few decades."
2338,claim-1462,Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,SUPPORTS,evidence-79261,The amount of multi-year sea ice in the Arctic has declined considerably in recent decades.
2339,claim-1462,Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,SUPPORTS,evidence-251169,A 2018 study of the thickness of sea ice found a decrease of 66% or 2.0 m over the last six decades and a shift from permanent ice to largely seasonal ice cover.
2340,claim-1615,Climate change isn't increasing extreme weather damage costs.,REFUTES,evidence-999137,"Many analyses, such as that of the Stern Review presented to the British Government, have predicted reductions by several percent of world gross domestic product due to climate related costs such as dealing with increased extreme weather events and stresses to low-lying areas due to sea level rises."
2341,claim-1615,Climate change isn't increasing extreme weather damage costs.,REFUTES,evidence-391922,Global losses reveal rapidly rising costs due to extreme weather-related events since the 1970s.
2342,claim-1615,Climate change isn't increasing extreme weather damage costs.,REFUTES,evidence-110432,"Global warming boosts the probability of extreme weather events, like heat waves, far more than it boosts more moderate events."
2343,claim-1615,Climate change isn't increasing extreme weather damage costs.,REFUTES,evidence-566907,"""Impacts [of climate change] will very likely increase due to increased frequencies and intensities of some extreme weather events""."
2344,claim-863,"The warmer the planet gets, the more ozone forms, and by mid-century, Americans will likely suffer a 70 percent increase in unhealthy ozone smog, the National Center for Atmospheric Research has projected.",NOT_ENOUGH_INFO,evidence-28478,"Climate model projections summarized in the report indicated that during the 21st century the global surface temperature is likely to rise a further 0.3 to 1.7 °C (0.5 to 3.1 °F) in a moderate scenario, or as much as 2.6 to 4.8 °C (4.7 to 8.6 °F) in an extreme scenario, depending on the rate of future greenhouse gas emissions and on climate feedback effects."
2345,claim-863,"The warmer the planet gets, the more ozone forms, and by mid-century, Americans will likely suffer a 70 percent increase in unhealthy ozone smog, the National Center for Atmospheric Research has projected.",NOT_ENOUGH_INFO,evidence-185700,"So far, ozone depletion in most locations has been typically a few percent and, as noted above, no direct evidence of health damage is available in most latitudes."
2346,claim-863,"The warmer the planet gets, the more ozone forms, and by mid-century, Americans will likely suffer a 70 percent increase in unhealthy ozone smog, the National Center for Atmospheric Research has projected.",NOT_ENOUGH_INFO,evidence-707387,Reductions of up to 70 percent in the ozone column observed in the austral (southern hemispheric) spring over Antarctica and first reported in 1985 (Farman et al.)
2347,claim-863,"The warmer the planet gets, the more ozone forms, and by mid-century, Americans will likely suffer a 70 percent increase in unhealthy ozone smog, the National Center for Atmospheric Research has projected.",NOT_ENOUGH_INFO,evidence-520144,"Some stratospheric cooling is also predicted from increases in greenhouse gases such as CO 2 and CFCs themselves; however, the ozone-induced cooling appears to be dominant."
2348,claim-863,"The warmer the planet gets, the more ozone forms, and by mid-century, Americans will likely suffer a 70 percent increase in unhealthy ozone smog, the National Center for Atmospheric Research has projected.",NOT_ENOUGH_INFO,evidence-1049515,"According to the same report, the city experienced a significant reduction in high ozone days since 2001—from nearly 50 days per year to fewer than 10—along with fewer days of high particle pollution since 2000—from about 19 days per year to about 3—and an approximate 30% reduction in annual levels of particle pollution since 2000."
2349,claim-687,"When the heat buildup in the ocean is taken into account, global temperatures are rising relentlessly.",SUPPORTS,evidence-573620,"Although the most common measure of global warming is the increase in the near-surface atmospheric temperature, over 90% of the additional energy stored in the climate system over the last 50 years has warmed ocean water."
2350,claim-1245,There will still be about a million square kilometres of ice in the Arctic in summer,DISPUTED,evidence-505127,It is partly covered by sea ice throughout the year and almost completely in winter.
2351,claim-1245,There will still be about a million square kilometres of ice in the Arctic in summer,DISPUTED,evidence-181259,"In the Arctic, the area of ocean covered by sea ice increases over winter from a minimum in September to a maximum in March or sometimes February, before melting over the summer."
2352,claim-1645,Cosmic rays show no trend over the last 30 years & have had little impact on recent global warming.,DISPUTED,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2353,claim-1645,Cosmic rays show no trend over the last 30 years & have had little impact on recent global warming.,DISPUTED,evidence-510852,Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years.
2354,claim-1645,Cosmic rays show no trend over the last 30 years & have had little impact on recent global warming.,DISPUTED,evidence-979414,estimated that the residual effects of the prolonged high solar activity during the last 30 years account for between 16% and 36% of warming from 1950 to 1999.
2355,claim-1411,"“Even if you could calculate some sort of meaningful global temperature statistic, the figure would be unimportant.",NOT_ENOUGH_INFO,evidence-1012484,Cities are responsible for a substantial portion of the emissions responsible for global warming.
2356,claim-1411,"“Even if you could calculate some sort of meaningful global temperature statistic, the figure would be unimportant.",NOT_ENOUGH_INFO,evidence-638785,The primary utility of this improved accuracy was to provide geographical and gravitational data for the inertial guidance systems of ballistic missiles.
2357,claim-1411,"“Even if you could calculate some sort of meaningful global temperature statistic, the figure would be unimportant.",NOT_ENOUGH_INFO,evidence-812817,"While it is the surface on which Earth measurements are made, mathematically modeling it while taking the irregularities into account would be extremely complicated."
2358,claim-1411,"“Even if you could calculate some sort of meaningful global temperature statistic, the figure would be unimportant.",NOT_ENOUGH_INFO,evidence-211360,The latter is particularly important because optical instruments containing gravity-reference leveling devices are commonly used to make geodetic measurements.
2359,claim-1411,"“Even if you could calculate some sort of meaningful global temperature statistic, the figure would be unimportant.",NOT_ENOUGH_INFO,evidence-497487,"However, a more accurate figure is needed for measuring distances and areas on the scale beyond the purely local."
2360,claim-668,"Using satellite data rather than tide-gauge data that is normally used to measure sea levels allows for more precise estimates of global sea level, since it provides measurements of the open ocean.",SUPPORTS,evidence-795088,Laser and radar altimeters on satellites have provided a wide range of data.
2361,claim-668,"Using satellite data rather than tide-gauge data that is normally used to measure sea levels allows for more precise estimates of global sea level, since it provides measurements of the open ocean.",SUPPORTS,evidence-683214,"Tide gauges can only measure relative sea level, whilst satellites can also measure absolute sea level changes."
2362,claim-1372,"The strong El Niño has continued into 2016, raising the possibility that this year will, yet again, set a global temperature record",SUPPORTS,evidence-646402,"In August, the NOAA CPC predicted that the 2015 El Niño ""could be among the strongest in the historical record dating back to 1950."""
2363,claim-1372,"The strong El Niño has continued into 2016, raising the possibility that this year will, yet again, set a global temperature record",SUPPORTS,evidence-116884,"The event subsequently started to weaken with sea surface temperature anomalies across the equatorial pacific decreasing, while predictions about a possible La Niña event taking place during 2016 started to be made."
2364,claim-1372,"The strong El Niño has continued into 2016, raising the possibility that this year will, yet again, set a global temperature record",SUPPORTS,evidence-1088556,"Consistent with Schmidt's comment, the NASA / NOAA announcement stated that ""globally-averaged temperatures in 2016 were 1.78 degrees Fahrenheit (0.99 degrees Celsius) warmer than the mid-20th century mean"" and that the impact of El Niño warming was estimated to have ""increased the annual global temperature anomaly for 2016 by 0.2 degrees Fahrenheit (0.12 degrees Celsius)."""
2365,claim-1372,"The strong El Niño has continued into 2016, raising the possibility that this year will, yet again, set a global temperature record",SUPPORTS,evidence-508793,"This long-term trend is the main cause for the record warmth of 2015 and 2016, surpassing all previous years—even ones with strong El Niño events."""
2366,claim-1372,"The strong El Niño has continued into 2016, raising the possibility that this year will, yet again, set a global temperature record",SUPPORTS,evidence-900331,"Despite one of the strongest El Nino ever recorded in the Pacific Ocean, a largely positive North Atlantic Oscillation prevailed over Europe during the Winter of 2015-2016."
2367,claim-2487,The El Nino Southern Oscillation shows close correlation to global temperatures over the short term.,SUPPORTS,evidence-398548,The studies of historical data show the recent El Niño variation is most likely linked to global warming.
2368,claim-1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS,evidence-289731,"""Methane release from melting permafrost could trigger dangerous global warming""."
2369,claim-1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS,evidence-1067341,"With rising global temperatures, the amount of permafrost melting and releasing methane continues to increase."
2370,claim-1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS,evidence-779263,"Arctic amplification also causes methane to be released as permafrost melts, which is expected to surpass land use changes as the second strongest anthropogenic source of greenhouse gases by the end of the century."
2371,claim-1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS,evidence-1036445,"It is thought that permafrost thawing could exacerbate global warming by releasing methane and other hydrocarbons, which are powerful greenhouse gases."
2372,claim-1700,Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS,evidence-338032,"The consequence is thawing soil, which may be weaker, and release of methane, which contributes to an increased rate of global warming as part of a feedback loop."
2373,claim-2200,"The Petition Project features over 31,000 scientists signing the petition stating ""There is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth's atmosphere ..."".",SUPPORTS,evidence-1177431,"There is no convincing scientific evidence that human release of carbon dioxide, methane, or other greenhouse gases is causing or will, in the foreseeable future, cause catastrophic heating of the Earth's atmosphere and disruption of the Earth's climate."
2374,claim-356,"This requires us to work towards avoiding catastrophic possibilities rather than looking at probabilities, as learning from mistakes is not an option when it comes to existential risks.",SUPPORTS,evidence-613440,"Nick Bostrom argues that it would be ""misguided"" to assume that the probability of near-term extinction is less than 25% and that it will be ""a tall order"" for the human race to ""get our precautions sufficiently right the first time"", given that an existential risk provides no opportunity to learn from failure."
2375,claim-356,"This requires us to work towards avoiding catastrophic possibilities rather than looking at probabilities, as learning from mistakes is not an option when it comes to existential risks.",SUPPORTS,evidence-988702,"This principle states that we ought to retard the development of dangerous technologies, particularly ones that raise the level of existential risk, and accelerate the development of beneficial technologies, particularly those that protect against the existential risks posed by nature or by other technologies."
2376,claim-2920,"""Global warming data apparently cooked by U.S. government-funded body  shows astounding temperature fraud with increases averaging 10 to 15  degrees Fahrenheit.",REFUTES,evidence-600294,"""A projected increase of 4.05 degrees Fahrenheit in average temperature is expected by 2065, and a projected increase of 9.37 degrees Fahrenheit in average temperature can be expected by the turn of the century if nothing is done to curb emissions."
2377,claim-1655,Ancient natural cycles are irrelevant for attributing recent global warming to humans.,DISPUTED,evidence-809426,"Anthropogenic climate change is caused by human activity, as opposed to changes in climate that may have resulted as part of Earth's natural processes."
2378,claim-1655,Ancient natural cycles are irrelevant for attributing recent global warming to humans.,DISPUTED,evidence-1117137,There is a scientific consensus linking human activities to global warming due to industrial carbon dioxide emissions.
2379,claim-1655,Ancient natural cycles are irrelevant for attributing recent global warming to humans.,DISPUTED,evidence-896442,"The effects of climate change on human systems, mostly due to warming and shifts in precipitation, have been detected worldwide."
2380,claim-1655,Ancient natural cycles are irrelevant for attributing recent global warming to humans.,DISPUTED,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2381,claim-5,"The sun has gone into ‘lockdown’ which could cause freezing weather, earthquakes and famine, say scientists",SUPPORTS,evidence-924788,The current consensus of the scientific community is that the aerosols and dust released into the upper atmosphere causes cooler temperatures by preventing the sun's energy from reaching the ground.
2382,claim-5,"The sun has gone into ‘lockdown’ which could cause freezing weather, earthquakes and famine, say scientists",SUPPORTS,evidence-339940,The Little Ice Age caused crop failures and famines in Europe.
2383,claim-5,"The sun has gone into ‘lockdown’ which could cause freezing weather, earthquakes and famine, say scientists",SUPPORTS,evidence-125285,"The persistently cold, wet weather caused great hardship, was primarily responsible for the Great Famine of 1315–1317, and strongly contributed to the weakened immunity and malnutrition leading up to the Black Death (1348–1350)."
2384,claim-2455,"When CO2 levels were higher in the past, solar levels were also lower.",DISPUTED,evidence-1167485,Less direct geological evidence indicates that CO2 values have not been this high for millions of years.
2385,claim-2455,"When CO2 levels were higher in the past, solar levels were also lower.",DISPUTED,evidence-111473,"For example, the mole fraction of carbon dioxide has increased from 280 ppm to 415 ppm, or 120 ppm over modern pre-industrial levels."
2386,claim-2455,"When CO2 levels were higher in the past, solar levels were also lower.",DISPUTED,evidence-441126,Measured atmospheric concentrations of carbon dioxide are currently 100 ppm higher than pre-industrial levels.
2387,claim-2455,"When CO2 levels were higher in the past, solar levels were also lower.",DISPUTED,evidence-247672,"At times during the paleoclimate, carbon dioxide levels were two or three times greater than today."
2388,claim-2409,"Less energy is escaping to space: Carbon dioxide (CO2) acts like a blanket; adding more CO2 makes the 'blanket' thicker, and humans are adding more CO2 all the time.",SUPPORTS,evidence-985452,The increased radiative forcing due to increased CO2 in the Earth's atmosphere is based on the physical properties of CO2 and the non-saturated absorption windows where CO2 absorbs outgoing long-wave energy.
2389,claim-2409,"Less energy is escaping to space: Carbon dioxide (CO2) acts like a blanket; adding more CO2 makes the 'blanket' thicker, and humans are adding more CO2 all the time.",SUPPORTS,evidence-368192,"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century."
2390,claim-2409,"Less energy is escaping to space: Carbon dioxide (CO2) acts like a blanket; adding more CO2 makes the 'blanket' thicker, and humans are adding more CO2 all the time.",SUPPORTS,evidence-752115,The reason for this is that human activities are adding CO2 to the atmosphere faster than natural processes can remove it (see carbon dioxide in Earth's atmosphere for a complete explanation).
2391,claim-18,it’s not a pollutant that threatens human civilization.,REFUTES,evidence-743065,An air pollutant is a material in the air that can have adverse effects on humans and the ecosystem.
2392,claim-18,it’s not a pollutant that threatens human civilization.,REFUTES,evidence-802793,"The report warned that the pollution crisis was exceeding ""the envelope on the amount of pollution the Earth can carry"" and “threatens the continuing survival of human societies”."
2393,claim-76,Burping cows are more damaging to the climate than all the cars on this planet.,NOT_ENOUGH_INFO,evidence-490429,"Many citizens of countries like the United States and Canada who drive personal cars often, see well over half of their climate change impact stemming from the emissions produced from their cars."
2394,claim-76,Burping cows are more damaging to the climate than all the cars on this planet.,NOT_ENOUGH_INFO,evidence-496803,"For richer people, emissions tend to be associated with things such as eating beef, cars, frequent flying, and home heating."
2395,claim-76,Burping cows are more damaging to the climate than all the cars on this planet.,NOT_ENOUGH_INFO,evidence-802224,"Most environmentally related taxes with implications for greenhouse gas emissions in OECD countries are levied on energy products and motor vehicles, rather than on CO2 emissions directly."
2396,claim-76,Burping cows are more damaging to the climate than all the cars on this planet.,NOT_ENOUGH_INFO,evidence-563063,The Moon may have dramatically affected the development of life by moderating the planet's climate.
2397,claim-76,Burping cows are more damaging to the climate than all the cars on this planet.,NOT_ENOUGH_INFO,evidence-846966,Our Changing Sun: The Role of Solar Nuclear Evolution and Magnetic Activity on Earth's Atmosphere and Climate.
2398,claim-1599,CERN CLOUD experiment proved cosmic rays are causing global warming.,DISPUTED,evidence-83579,"Danish physicist Henrik Svensmark has controversially argued that because solar variation modulates the cosmic ray flux on Earth, they would consequently affect the rate of cloud formation and hence be an indirect cause of global warming."
2399,claim-1599,CERN CLOUD experiment proved cosmic rays are causing global warming.,DISPUTED,evidence-90274,"""Sun's Shifts May Cause Global Warming""."
2400,claim-1599,CERN CLOUD experiment proved cosmic rays are causing global warming.,DISPUTED,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2401,claim-1599,CERN CLOUD experiment proved cosmic rays are causing global warming.,DISPUTED,evidence-442401,He is known for his theory on the effects of cosmic rays on cloud formation as an indirect cause of global warming.
2402,claim-1599,CERN CLOUD experiment proved cosmic rays are causing global warming.,DISPUTED,evidence-152327,"""Cosmic rays blamed for global warming""."
2403,claim-1517,"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",SUPPORTS,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2404,claim-1517,"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",SUPPORTS,evidence-1187937,"Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot."
2405,claim-1517,"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",SUPPORTS,evidence-647814,"A consensus, based on current evidence, now exists within the global scientific community that human activities are the main source of climate change and that the burning of fossil fuels is largely responsible for driving this change."
2406,claim-1517,"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",SUPPORTS,evidence-235245,Human activities (primarily greenhouse gas emissions) are the primary cause.
2407,claim-1517,"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",SUPPORTS,evidence-130760,"AIBS Position Statements ""Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver."""
2408,claim-2189,"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",SUPPORTS,evidence-808385,"Pollutants emitted into the atmosphere by human activity include: Carbon dioxide (CO 2) – Because of its role as a greenhouse gas it has been described as ""the leading pollutant"" and ""the worst climate pollutant""."
2409,claim-2189,"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",SUPPORTS,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2410,claim-2189,"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",SUPPORTS,evidence-881808,"The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation."
2411,claim-2189,"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",SUPPORTS,evidence-235245,Human activities (primarily greenhouse gas emissions) are the primary cause.
2412,claim-203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature",REFUTES,evidence-805335,"In that sense, the ice core CO2-temperature correlation remains an appropriate demonstration of the influence of CO2 on climate."""
2413,claim-203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature",REFUTES,evidence-742898,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases."
2414,claim-203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature",REFUTES,evidence-874681,"Both CO 2 and CH 4 vary between glacial and interglacial phases, and concentrations of these gases correlate strongly with temperature."
2415,claim-203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature",REFUTES,evidence-493616,"Decades ago, they correctly predicted how much Earth's temperature would rise due to increasing atmospheric CO2."
2416,claim-2666,"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",SUPPORTS,evidence-139763,"The warming evident in the instrumental temperature record is consistent with a wide range of observations, documented by many independent scientific groups; for example, in most continental regions the frequency and intensity of heavy precipitation has increased."
2417,claim-2666,"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",SUPPORTS,evidence-1151809,"Simultaneously, the capacity of the atmosphere to carry precipitation increases with temperature so that precipitation, in the form of snowfall, increases in global and regional models."
2418,claim-2666,"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",SUPPORTS,evidence-789848,"Climate change caused by human activities that emit greenhouse gases into the air is expected to affect the frequency of extreme weather events such as drought, extreme temperatures, flooding, high winds, and severe storms."
2419,claim-2836,"Thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",DISPUTED,evidence-1153359,"This post-glacial rebound, which proceeds very slowly after the melting of the ice sheet or glacier, is currently occurring in measurable amounts in Scandinavia and the Great Lakes region of North America."
2420,claim-2836,"Thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",DISPUTED,evidence-443636,"Unusually rapid (up to 4.1 cm/year) present glacial isostatic rebound due to recent ice mass losses in the Amundsen Sea embayment region of Antarctica coupled with low regional mantle viscosity is predicted to provide a modest stabilizing influence on marine ice sheet instability in West Antarctica, but likely not to a sufficient degree to arrest it."
2421,claim-2836,"Thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",DISPUTED,evidence-714132,Thus global sea level fell during glaciation.
2422,claim-113,The temperature is not rising nearly as fast as the alarmist computer models predicted.,REFUTES,evidence-203145,"Confidence in model estimates is higher for some climate variables (e.g., temperature) than for others (e.g., precipitation)."
2423,claim-990,many of south Florida’s drainage systems and seawalls are no longer enough,NOT_ENOUGH_INFO,evidence-468657,"The restoration was complicated by the presence of old seawalls, groins, piles of rocks and other structures."
2424,claim-990,many of south Florida’s drainage systems and seawalls are no longer enough,NOT_ENOUGH_INFO,evidence-746316,"The structural alternative involves constructing a seawall, revetment, groyne or breakwater."
2425,claim-990,many of south Florida’s drainage systems and seawalls are no longer enough,NOT_ENOUGH_INFO,evidence-378000,"Heavy rains and poor drainage in some areas flooded basements, lawns, and streets."
2426,claim-990,many of south Florida’s drainage systems and seawalls are no longer enough,NOT_ENOUGH_INFO,evidence-629479,"As in the flatwoods, these soils are poorly drained for many purposes unless drainage systems are installed."
2427,claim-990,many of south Florida’s drainage systems and seawalls are no longer enough,NOT_ENOUGH_INFO,evidence-1149479,"A seawall (or sea wall) is a form of coastal defense constructed where the sea, and associated coastal processes, impact directly upon the landforms of the coast."
2428,claim-710,"With marine ice cliff instability, sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago",NOT_ENOUGH_INFO,evidence-318640,"Over the 21st century, the IPCC projects that in a very high emissions scenario the sea level could rise by 61–110 cm."
2429,claim-710,"With marine ice cliff instability, sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago",NOT_ENOUGH_INFO,evidence-71166,"For instance, a 2016 study led by Jim Hansen concluded that based on past climate change data, sea level rise could accelerate exponentially in the coming decades, with a doubling time of 10, 20 or 40 years, respectively, raising the ocean by several meters in 50, 100 or 200 years."
2430,claim-710,"With marine ice cliff instability, sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago",NOT_ENOUGH_INFO,evidence-117469,According to the Fourth (2017) National Climate Assessment (NCA) of the United States it is very likely sea level will rise between 30 and 130 cm (1.0–4.3 feet) in 2100 compared to the year 2000.
2431,claim-710,"With marine ice cliff instability, sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago",NOT_ENOUGH_INFO,evidence-399273,"For instance, Mercer published a study in 1978 predicting that anthropogenic carbon dioxide warming and its potential effects on climate in the 21st century could cause a sea level rise of around 5 metres (16 ft) from melting of the West Antarctic ice-sheet alone."
2432,claim-710,"With marine ice cliff instability, sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago",NOT_ENOUGH_INFO,evidence-636423,"A number of later studies have concluded that a global sea level rise of 200 to 270 cm (6.6 to 8.9 ft) this century is ""physically plausible""."
